Field Name,Field Alias,Domain Name,Domain Description,Domain Type,Option Name,Option Code,Min Value,Max Value
country,Country,CountryCode,The country that owns that specific feature.,CodedValue,"Saint Helena, Ascension and Tristan Da Cunha (SH)",shn,,
country,Country,CountryCode,The country that owns that specific feature.,CodedValue,Solomon Islands (SB),slb,,
country,Country,CountryCode,The country that owns that specific feature.,CodedValue,Sierra Leone (SL),sle,,
country,Country,CountryCode,The country that owns that specific feature.,CodedValue,El Salvador (SV),slv,,
country,Country,CountryCode,The country that owns that specific feature.,CodedValue,San Marino (SM),smr,,
country,Country,CountryCode,The country that owns that specific feature.,CodedValue,Somalia (SO),som,,
country,Country,CountryCode,The country that owns that specific feature.,CodedValue,St. Pierre And Miquelon (PM),spm,,
country,Country,CountryCode,The country that owns that specific feature.,CodedValue,Serbia (RS),srb,,
country,Country,CountryCode,The country that owns that specific feature.,CodedValue,South Sudan (SS),ssd,,
country,Country,CountryCode,The country that owns that specific feature.,CodedValue,Sao Tome And Principe (ST),stp,,
country,Country,CountryCode,The country that owns that specific feature.,CodedValue,Suriname (SR),sur,,
country,Country,CountryCode,The country that owns that specific feature.,CodedValue,Slovakia (SK),svk,,
country,Country,CountryCode,The country that owns that specific feature.,CodedValue,Slovenia (SI),svn,,
country,Country,CountryCode,The country that owns that specific feature.,CodedValue,Sweden (SE),swe,,
country,Country,CountryCode,The country that owns that specific feature.,CodedValue,Eswatini (formerly Swaziland) (SZ),swz,,
country,Country,CountryCode,The country that owns that specific feature.,CodedValue,Sint Maarten (SX),sxm,,
country,Country,CountryCode,The country that owns that specific feature.,CodedValue,Seychelles (SC),syc,,
country,Country,CountryCode,The country that owns that specific feature.,CodedValue,Syria (SY),syr,,
country,Country,CountryCode,The country that owns that specific feature.,CodedValue,Turks and Caicos Islands (TC),tca,,
country,Country,CountryCode,The country that owns that specific feature.,CodedValue,Chad (TD),tcd,,
country,Country,CountryCode,The country that owns that specific feature.,CodedValue,Togo (TG),tgo,,
country,Country,CountryCode,The country that owns that specific feature.,CodedValue,Thailand (TH),tha,,
country,Country,CountryCode,The country that owns that specific feature.,CodedValue,Tajikistan (TJ),tjk,,
country,Country,CountryCode,The country that owns that specific feature.,CodedValue,Tokelau (TK),tkl,,
country,Country,CountryCode,The country that owns that specific feature.,CodedValue,Turkmenistan (TM),tkm,,
country,Country,CountryCode,The country that owns that specific feature.,CodedValue,Timor-Leste (TL),tls,,
country,Country,CountryCode,The country that owns that specific feature.,CodedValue,Tonga (TO),ton,,
country,Country,CountryCode,The country that owns that specific feature.,CodedValue,Trinidad And Tobago (TT),tto,,
country,Country,CountryCode,The country that owns that specific feature.,CodedValue,Tunisia (TN),tun,,
country,Country,CountryCode,The country that owns that specific feature.,CodedValue,Turkey (TR),tur,,
country,Country,CountryCode,The country that owns that specific feature.,CodedValue,Tuvalu (TV),tuv,,
country,Country,CountryCode,The country that owns that specific feature.,CodedValue,Taiwan (TW),twn,,
country,Country,CountryCode,The country that owns that specific feature.,CodedValue,"Tanzania, United Republic of (TZ)",tza,,
country,Country,CountryCode,The country that owns that specific feature.,CodedValue,Uganda (UG),uga,,
country,Country,CountryCode,The country that owns that specific feature.,CodedValue,Ukraine (UA),ukr,,
country,Country,CountryCode,The country that owns that specific feature.,CodedValue,Uruguay (UY),ury,,
country,Country,CountryCode,The country that owns that specific feature.,CodedValue,United States (US),usa,,
country,Country,CountryCode,The country that owns that specific feature.,CodedValue,Uzbekistan (UZ),uzb,,
country,Country,CountryCode,The country that owns that specific feature.,CodedValue,Vatican City (VA),vat,,
country,Country,CountryCode,The country that owns that specific feature.,CodedValue,Saint Vincent and The Grenadines (VC),vct,,
country,Country,CountryCode,The country that owns that specific feature.,CodedValue,Venezuela (VE),ven,,
country,Country,CountryCode,The country that owns that specific feature.,CodedValue,"Virgin Islands, British (VG)",vgb,,
country,Country,CountryCode,The country that owns that specific feature.,CodedValue,"Virgin Islands, U.S. (VI)",vir,,
country,Country,CountryCode,The country that owns that specific feature.,CodedValue,Vietnam (VN),vnm,,
country,Country,CountryCode,The country that owns that specific feature.,CodedValue,Vanuatu (VU),vut,,
country,Country,CountryCode,The country that owns that specific feature.,CodedValue,Wallis And Futuna (WF),wlf,,
country,Country,CountryCode,The country that owns that specific feature.,CodedValue,Samoa (WS),wsm,,
country,Country,CountryCode,The country that owns that specific feature.,CodedValue,Ashmore And Cartier Islands (XA),xac,,
country,Country,CountryCode,The country that owns that specific feature.,CodedValue,Bassas Da India (QS),xbi,,
country,Country,CountryCode,The country that owns that specific feature.,CodedValue,Baker Island (XB),xbk,,
country,Country,CountryCode,The country that owns that specific feature.,CodedValue,Coral Sea Islands (XC),xcs,,
country,Country,CountryCode,The country that owns that specific feature.,CodedValue,Europa Island (XE),xeu,,
country,Country,CountryCode,The country that owns that specific feature.,CodedValue,Glorioso Islands (QX),xgl,,
country,Country,CountryCode,The country that owns that specific feature.,CodedValue,Gaza Strip (XG),xgz,,
country,Country,CountryCode,The country that owns that specific feature.,CodedValue,Howland Island (XH),xho,,
country,Country,CountryCode,The country that owns that specific feature.,CodedValue,Johnston Atoll (XU),xja,,
country,Country,CountryCode,The country that owns that specific feature.,CodedValue,Jan Mayen (XJ),xjm,,
country,Country,CountryCode,The country that owns that specific feature.,CodedValue,Juan De Nova Island (QU),xjn,,
country,Country,CountryCode,The country that owns that specific feature.,CodedValue,Jarvis Island (XQ),xjv,,
country,Country,CountryCode,The country that owns that specific feature.,CodedValue,Kingman Reef (XM),xkr,,
country,Country,CountryCode,The country that owns that specific feature.,CodedValue,Kosovo (XK),xks,,
country,Country,CountryCode,The country that owns that specific feature.,CodedValue,Midway Island (QM),xmw,,
country,Country,CountryCode,The country that owns that specific feature.,CodedValue,Navassa Island (XV),xnv,,
country,Country,CountryCode,The country that owns that specific feature.,CodedValue,Palmyra Atoll (XL),xpl,,
country,Country,CountryCode,The country that owns that specific feature.,CodedValue,Paracel Islands (XP),xpr,,
country,Country,CountryCode,The country that owns that specific feature.,CodedValue,Akrotiri (QZ),xqz,,
country,Country,CountryCode,The country that owns that specific feature.,CodedValue,Spratly Islands (XS),xsp,,
country,Country,CountryCode,The country that owns that specific feature.,CodedValue,Svalbard (XR),xsv,,
country,Country,CountryCode,The country that owns that specific feature.,CodedValue,Tromelin Island (XT),xtr,,
country,Country,CountryCode,The country that owns that specific feature.,CodedValue,West Bank (XW),xwb,,
country,Country,CountryCode,The country that owns that specific feature.,CodedValue,Wake Island (QW),xwk,,
country,Country,CountryCode,The country that owns that specific feature.,CodedValue,Dhekelia Sovereign Base Area (XD),xxd,,
country,Country,CountryCode,The country that owns that specific feature.,CodedValue,Yemen (YE),yem,,
country,Country,CountryCode,The country that owns that specific feature.,CodedValue,South Africa (ZA),zaf,,
country,Country,CountryCode,The country that owns that specific feature.,CodedValue,Zambia (ZM),zmb,,
country,Country,CountryCode,The country that owns that specific feature.,CodedValue,Zimbabwe (ZW),zwe,,
dataCollection,Data Collection,CollectionMethod,"Describes how the data was acquired, created or generated.",CodedValue,Attribute Survey Only,attrOnly,,
dataCollection,Data Collection,CollectionMethod,"Describes how the data was acquired, created or generated.",CodedValue,CAD As Built,cadAsBuilt,,
dataCollection,Data Collection,CollectionMethod,"Describes how the data was acquired, created or generated.",CodedValue,CAD Design,cadDesign,,
dataCollection,Data Collection,CollectionMethod,"Describes how the data was acquired, created or generated.",CodedValue,Calculated,calculated,,
dataCollection,Data Collection,CollectionMethod,"Describes how the data was acquired, created or generated.",CodedValue,COGO,cogo,,
dataCollection,Data Collection,CollectionMethod,"Describes how the data was acquired, created or generated.",CodedValue,Digitized Aerial,digitizedAerial,,
dataCollection,Data Collection,CollectionMethod,"Describes how the data was acquired, created or generated.",CodedValue,Digitized Map,digitizedMap,,
dataCollection,Data Collection,CollectionMethod,"Describes how the data was acquired, created or generated.",CodedValue,Digitized Satellite,digitizedSatellite,,
dataCollection,Data Collection,CollectionMethod,"Describes how the data was acquired, created or generated.",CodedValue,Georeferenced CAD File,georeferencedCadFile,,
dataCollection,Data Collection,CollectionMethod,"Describes how the data was acquired, created or generated.",CodedValue,GPS Multi,gpsMulti,,
dataCollection,Data Collection,CollectionMethod,"Describes how the data was acquired, created or generated.",CodedValue,GPS Resource,gpsResource,,
dataCollection,Data Collection,CollectionMethod,"Describes how the data was acquired, created or generated.",CodedValue,GPS Survey,gpsSurvey,,
dataCollection,Data Collection,CollectionMethod,"Describes how the data was acquired, created or generated.",CodedValue,Imagery,imagery,,
dataCollection,Data Collection,CollectionMethod,"Describes how the data was acquired, created or generated.",CodedValue,Imagery – Heads Up Digitized,imageryHeadsUpDigitized,,
dataCollection,Data Collection,CollectionMethod,"Describes how the data was acquired, created or generated.",CodedValue,Imagery – Heads up Digitized & Mapping Grade GPS Field Verification,imageryHeadsupDigitizedMappingGradeGpsFieldVerification,,
dataCollection,Data Collection,CollectionMethod,"Describes how the data was acquired, created or generated.",CodedValue,Imagery – Heads up Digitized & Surveyed Field Verification,imageryHeadsupDigitizedSurveyedFieldVerification,,
dataCollection,Data Collection,CollectionMethod,"Describes how the data was acquired, created or generated.",CodedValue,Imagery – Stereo Photo Interpretation,imageryStereoPhotoInterpretation,,
