Area Size UOM (areaSizeUom),Building Condition (buildingCondition),Building Condition Index (buildingConditionIndex),Building Custodial Type (buildingCustodialType),Building Op Status (buildingOpStatus),Country (country),Data Collection (dataCollection),Elevation Unit of Measure (elevationUom),Facility Condition Code (facilityConditionCode),Facility Gross Sq Ft UOM (facilityGrossSqFtUom),Flex Field Boolean (flexFieldYn),Has Giant Voice (hasGiantVoice),has Mass Notification Device (hasMassNotificationDevice),Height Max Uom (heightMaxUom),Installation Identifier (installationId),Installation Name (installationName),Is Heritage Asset (isHeritageAsset),Is Real Property (isRealProperty),Major Command (majorCommand),Mission Dependency Index (missionDependencyIndex),Owner (owner),Perimeter Size UOM (perimeterSizeUom),Road Post Directional (roadPostDirectional),Road Prefix Directional (roadPrefixDirectional),Real Property Interest (rpInterest),RPA Construction Type (rpaConstructionType),Real Property Asset Type (rpaType),Real Property Site Unique Identifier (rpsuid),Site ID (siteId),State or Territory Name (stateName),Vertical Datum Type (verticalDatumType),Visitor Map Name (visitorMapName)
,,,,,,,,,,,,,,,,,,,,,,,,,,,2994 - Minot AF Missile Site O1 Site 1 (2994),"qkdv0001 - Minot AF Missile Site O7, Site #1 (qkdv0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2995 - Minot AF Missile Site O2 Site 1 (2995),"qkdw0001 - Minot AF Missile Site O8, Site #1 (qkdw0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2996 - Minot AF Missile Site O3 Site 1 (2996),"qkdx0001 - Minot AF Missile Site O9, Site #1 (qkdx0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2997 - Minot AF Missile Site O4 Site 1 (2997),"qkdy0001 - Minot AF Missile Site O10, Site #1 (qkdy0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2998 - Minot AF Missile Site O5 Site 1 (2998),"qkdz0001 - Minot AF Missile Site O11, Site #1 (qkdz0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2999 - Minot AF Missile Site O6 Site 1 (2999),qkka0001 - Misawa Air Base (qkka0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3000 - Minot AF Missile Site O7 Site 1 (3000),qmsn0001 - NAS Moffett Field Site #1 (qmsn0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3001 - Minot AF Missile Site O8 Site 1 (3001),qmsn0002 - Moffett Field Site #1 (qmsn0002),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3002 - Minot AF Missile Site O9 Site 1 (3002),qmsn0003 - Moffett Field Site #2 MSA-3 (qmsn0003),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3003 - Minot AF Missile Site O10 Site 1 (3003),qmsn0004 - Moffett Field Site #3 MSA-1 (qmsn0004),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3004 - Minot AF Missile Site O11 Site 1 (3004),qmsn0005 - Moffett Field Site #5 Vehicle Maintenance (qmsn0005),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3005 - Misawa Air Base (3005),qmsn0007 - Moffett Field Site #7 Para-Rescue Squadron & AGE (qmsn0007),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3006 - Moffett Federal Airfield ANG Site #1 Main Base  (3006),"qndn0001 - RAF Molesworth Storage Anx#12, Site #1 (qndn0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"3008 - RAF Molesworth Storage Annex #1, 2, Site #1  (3008)",qndr0001 - RAF Molesworth Site #1 (qndr0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3009 - RAF Molesworth Site #1  (3009),"qnky0001 - Molokai Station, Hi Site #1 (qnky0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"3011 - Molokai Station, Hi Site #1  (3011)",qnmu0001 - Momote Annex Site #1 (qnmu0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3012 - Momote Annex Site 1 (3012),"qqjc0001 - Monte Venda Radio Relay Site, Site #1 (qqjc0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"3016 - Monte Venda Radio Relay Site, Site #1  (3016)","qqqh0001 - Montezuma Peak Radio Relay Annex #1, Site #1 (qqqh0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3019 - Montezuma Peak Radio Relay Annex No 1 Site 1 (3019),qseu0001 - Moody Air Force Base Site #1 (qseu0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3020 - Moody Air Force Base Site #1  (3020),qsrg0001 - Moody Recreation Annex Site #1 (qsrg0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3021 - Moody Recreation Annex Site #1  (3021),"qtpw0001 - Moran Nexrad Weather Site, Site #1 (qtpw0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3022 - Moran Nexrad Weather Site Site 1 (3022),quug0001 - Moron Air Base Site #1 (quug0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3025 - Moron Air Base Site #1  (3025),qyzh0001 - Mt Home Air Force Base Site #1 (qyzh0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3029 - Mt Home AFB Site 1 (3029),qyzj0001 - No-Drop #1 Tactical Training Range Site #1 (qyzj0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3030 - No Drop 1 Tactical Training Range Site 1 (3030),qyzk0001 - No-Drop 4 Tactical Training Range Site #1 (qyzk0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3031 - No Drop 4 Tactical Training Range Site 1 (3031),qyzl0001 - No-Drop 5 Tactical Training Range Site #1 (qyzl0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3032 - No Drop 5 Tactical Training Range Site 1 (3032),qyzm0001 - No-Drop 7 Tactical Training Range Site #1 (qyzm0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3033 - No Drop 7 Tactical Training Range Site 1 (3033),qzbh0001 - Mountain Home ILS Middle Marker Annex Site #1 (qzbh0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3035 - Mountain Home Ils Middle Marker Annex Site 1 (3035),qznd0001 - Mountain Home Recreation Annex Site #1 (qznd0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3036 - Mountain Home Recreation Annex Site 1 (3036),qznk0001 - Mountain Home Small Arms Range Annex Site #1 (qznk0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3037 - Mountain Home Small Arms Range Annex Site 1 (3037),qzsx0001 - Kaala Air Force Station Site #1 (qzsx0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3038 - Kaala Air Force Station Site #1  (3038),"raat0001 - Rattlesnake Radar Site, Site #1 (raat0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3039 - Rattlesnake Radar Site Site 1 (3039),rabx0001 - Rattlesnake Bench Radio Relay Annex Site #1 (rabx0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3040 - Rattlesnake Bench Radio Relay Annex Site 1 (3040),rahk0001 - Mount Pinos Radio Relay Annex Site #1 (rahk0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3041 - Mount Pinos Radio Relay Annex Site 1 (3041),rank0001 - AMC Lease Frankfurt (rank0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3042 - Mt Sunrise Obstruction Lights Annex Site #1  (3042),ratr0001 - Mt Sunrise Obstruction Lights Annex Site #1 (ratr0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3043 - Mud Lake Radio Relay Annex Site 1 (3043),rbrl0001 - Mud Lake Radio Relay Annex Site #1 (rbrl0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3045 - Mukilteo Defense Fuel Support Point Site #1  (3045),rbzk0001 - Mukilteo Defense Fuel Support Point Site #1 (rbzk0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"3046 - Murphy Dome Long Range Radar Site, Site #1  (3046)","rcvd0001 - Murphy Dome Long Range Radar Site, Site #1 (rcvd0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3047 - Myrtle Beach Air Force Base Site #1  (3047),rdrd0001 - Myrtle Beach Air Force Base Site #1 (rdrd0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3048 - Red Gulch Radio Relay Annex Site 1 (3048),reay0001 - Red Gulch Radio Relay Annex Site #1 (reay0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3049 - Naha Port Administration Annex Site 1 (3049),repl0001 - Naha Port Administration Annex Site #1 (repl0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"3050 - Naknek Recreation Annex #1,  Site #1  (3050)","rfbx0001 - Naknek Recreation Annex #1, Site #1 (rfbx0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"3051 - Naknek Recreation Annex #2,  Site #1  (3051)","rfby0001 - Naknek Recreation Annex #2, Site #1 (rfby0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3052 - Narita Air Terminal Site 1 (3052),rgqn0001 - Narita Air Terminal Site #1 (rgqn0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3053 - Nashwauk Site 1 (3053),rhfb0001 - Nashwauk Site #1 (rhfb0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3056 - Nellis Site #1  (3056),rkmf0001 - Nellis Site #1 (rkmf0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3057 - Nellis Air Force Range Site #1  (3057),rkxf0001 - Nellis Air Force Range Site #1 (rkxf0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3058 - Nellis Small Arms Range Annex Site #1  (3058),rkxm0001 - Nellis Small Arms Range Annex Site #1 (rkxm0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3059 - Nellis Water System Annex Site #1  (3059),rkxt0001 - Nellis Water System Annex Site #1 (rkxt0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3061 - Neuse Middle Marker Annex Site #1  (3061),rlgc0001 - Patriot Golf Course (rlgc0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3062 - New Boston Air Station Site 1 (3062),rmkf0001 - Neuse Middle Marker Annex Site #1 (rmkf0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"3064 - Nas Joint Reserve Base, Nola Site #1  (3064)",rmsh0001 - Ramstein Satellite Housing Office (rmsh0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3067 - Newfoundland Radio Relay Annex Site 1 (3067),rngf0001 - New Boston Air Station Site #1 (rngf0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3068 - Newington Defense Fuel Support Point Site 1 (3068),"rqlh0001 - NAS Joint Reserve Base, Nola Site #1 (rqlh0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3072 - Newport Test Annex No 1 Receiver Site 1 (3072),rrtc0001 - Newark Air Force Base (rrtc0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3073 - Newport Test Annex No 2 Transmitter Site 1 (3073),rspr0001 - Newfoundland Radio Relay Annex Site #1 (rspr0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3074 - Niagara Falls Site #1  (3074),rswe0001 - Newington Defense Fuel Support Point Site #1 (rswe0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3075 - Niederkail Water System Annex Site 1 (3075),rtvw0001 - Newport Test Annex #1 Receiver Site #1 (rtvw0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"3077 - Nikolski Radio Relay Site, Site #1  (3077)",rtwc0001 - Newport Test Annex #2 Transmitter Site #1 (rtwc0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3078 - North Charleston Family Housing Annex Site #1  (3078),rvkq0001 - Niagara Falls Site #1 (rvkq0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3080 - North Highlands ANG Station Site #1  (3080),rwkw0001 - Niederkail Water System Annex Site #1 (rwkw0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3081 - North Drum Radio Relay Site 1 (3081),"rwsj0001 - Nikolski Radio Relay Site, Site #1 (rwsj0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3082 - San Diego ANG Station Site #1  (3082),rysw0001 - North Charleston Family Housing Annex Site #1 (rysw0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"3083 - North River Radio Relay Site, Site #1  (3083)",rzjq0001 - North Highlands ANG Station Site #1 (rzjq0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3084 - North Smithfield ANG Station Site #1  (3084),rzmw0001 - North Drum Radio Relay Site #1 (rzmw0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3086 - Nome Field Site #1  (3086),sacb0001 - San Diego ANG Station Site #1 (sacb0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3087 - Cheyenne Mountain AFS Site 1 (3087),"sacw0001 - North River Radio Relay Site, Site #1 (sacw0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"3088 - Peterson Radio Relay Annex No. 2, Site #1  (3088)",saej0001 - North Smithfield ANG Station Site #1 (saej0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3089 - North Air Force Auxiliary Field Site 1 (3089),savj0001 - Nome Field Site #1 (savj0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"3092 - Norwalk2, Site #1  (3092)",saxc0001 - Cheyenne Mountain Afs Site #1 (saxc0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3093 - San Diego Space Surveillance Station  (3093),"sazy0001 - Peterson Radio Relay Annex #2, Site #1 (sazy0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"3095 - Sedrano Family Housing Site, Site #1  (3095)",sbls0001 - Isabela Puerto Rico (sbls0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3097 - Oberauerbach Communications Site Site 1 (3097),sbml0001 - North Air Force Auxiliary Field Site #1 (sbml0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3098 - Oberweis Annex Site #1  (3098),scey0001 - Norton Air Force Base (scey0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3099 - Obsidian Radio Relay Annex Site 1 (3099),sclt0001 - Southern California Logistics Airport Site #1 (sclt0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3100 - Offutt Air Force Base Site 1 (3100),sclt0002 - Southern California Logistics Airport Site #2 (sclt0002),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3101 - Offutt Levee Annex Site 1 (3101),"scyn0001 - Norwalk2, Site #1 (scyn0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3102 - Offutt Ils Localizer Annex Site 1 (3102),sdeg0001 - San Diego Space Surveillance Station (sdeg0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3103 - Offutt Communications Facility Annex Site #1  (3103),sdlh0001 - Keesler Airforce Base Site #2 (sdlh0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3104 - Offutt Communications Anx No 2 Globecom Site 1 (3104),"sedr0001 - Sedrano Family Housing Site, Site #1 (sedr0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3105 - Offutt Comm Annex No 3  Globecom Site 1 (3105),"sezm0001 - Oberauerbach Communications Site, Site #1 (sezm0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3106 - Offutt Family Housing Annex Site 1 (3106),sffp0001 - Oberweis Annex Site #1 (sffp0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3107 - Offutt Ils Middle Marker Annex Site 1 (3107),sffw0001 - Obsidian Radio Relay Annex Site #1 (sffw0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3108 - Offutt Tacan Annex Site 1 (3108),sgbp0001 - Offutt Air Force Base Site #1 (sgbp0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3109 - Tinker Support Annex Site #1  (3109),sgbs0001 - Offutt Levee Annex Site #1 (sgbs0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3110 - Tinker Training Annex Site #1  (3110),sgbv0001 - Offutt ILS Localizer Annex Site #1 (sgbv0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3111 - Okuma Recreation Anx Site 1 (3111),sgde0001 - Offutt Communications Facility Annex Site #1 (sgde0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3112 - Olanta Mini Mute Sha1 Site 1 (3112),sgdj0001 - Offutt Communications Annex #2 Globecom Site #1 (sgdj0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3113 - Columbus Auxiliary Airfield Site 1 (3113),sgdk0001 - Offutt Comm Annex #3 Globecom Site #1 (sgdk0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"3114 - Oliktok Long Range Radar Site, Site #1  (3114)",sger0001 - Offutt Family Housing Annex Site #1 (sger0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3115 - Harrisburg International Airportang Site #1  (3115),sgex0001 - Offutt ILS Middle Marker Annex Site #1 (sgex0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3117 - Orange ANG Communication Station Site #1  (3117),sglm0001 - Offutt Tacan Annex Site #1 (sglm0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3119 - Oro Delrey Mine Radio Relay Site 1 (3119),shcz0001 - Tinker Support Annex Site #1 (shcz0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3120 - Orsago Radio Beacon Annex Site 1 (3120),shdf0001 - Tinker Training Annex Site #1 (shdf0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3121 - Silver Mountain Recreation Annex Site 1 (3121),shhr0001 - Okuma Recreation Annex Site #1 (shhr0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3122 - Osan Site 1 (3122),shkx0001 - Olanta Mini Mute (shkx0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3123 - Osan Ni Ammunition Storage Annex Site 1 (3123),shtq0001 - Columbus Auxiliary Airfield Site #1 (shtq0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3124 - Seminole Ranch Site #1  (3124),"shum0001 - Oliktok Long Range Radar Site, Site #1 (shum0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3125 - Oslo Administration Office Site #1  (3125),shyq0001 - Harrisburg International Airport ANG Site #1 (shyq0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3126 - Snyder Electronic Scoring Site 1 (3126),skka0001 - Ontario National Guard Station (skka0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3127 - South Plympton Ridge Radio Relay Annex Site 1 (3127),skxj0001 - Orange ANG Communication Station Site #1 (skxj0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3128 - Otis ANG Base Site #1  (3128),slrs0001 - Salinas Receiver Site (slrs0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3129 - Otis Ils Outer Marker Annex Site #1  (3129),smlr0001 - Oro Delrey Mine Radio Relay Site #1 (smlr0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3130 - Ots Training Annex Site #1  (3130),smqa0001 - Orsago Radio Beacon Annex Site #1 (smqa0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3131 - Owada Communications Station Site 1 (3131),smra0001 - Silver Mountain Recreation Annex Site #1 (smra0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3132 - Ozol Defense Fuel Support Point Site 1 (3132),smrd0001 - Seminole Ranch 4D Site #1 (smrd0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3133 - Stuart Microwave Relay Annex Site #1  (3133),smyu0001 - Osan Site #1 (smyu0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3134 - Paine Field ANG Station Site #1  (3134),smyu0002 - Osan Site #2 (smyu0002),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"3135 - Palehua AF Solar Ob Rsc Site, Site #1  (3135)",smyu0003 - Osan Site #3 (smyu0003),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3136 - Dare County Range Site 1 (3136),snaa0001 - Osan Ni Ammunition Storage Annex Site #1 (snaa0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3137 - Stavanger Admin Office Site #1  (3137),snle0001 - Seminole Ranch Site #1 (snle0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3138 - Panama City Radio Relay Annex D 1B Site 1 (3138),snmn0001 - Oslo Administration Office Site #1 (snmn0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3139 - Silver Lake Space Surveillance Station  (3139),"snyd0001 - Snyder Electronic Scoring Site, Site #1 (snyd0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3140 - So Weber Environmental Restoration Annex Site 1 (3140),spay0001 - South Plympton Ridge Radio Relay Annex Site #1 (spay0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3141 - Ba Emitter Site Site 1 (3141),spbn0001 - Otis ANG Base Site #1 (spbn0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3142 - Paso Robles Radar Site #1  (3142),spbn0002 - Otis ANG Base Site #2 (spbn0002),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3143 - Patrick Site #1  (3143),spbn0004 - Otis ANG Base Site #4 Off Base Wells (spbn0004),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3144 - Pease ANGB Newhampshire Site #1  (3144),spmp0001 - Otis ILS Outer Marker Annex Site #1 (spmp0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"3147 - Taesosan Comm Site, Site #1  (3147)",spqm0001 - Ots Training Annex Site #1 (spqm0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3148 - Peterson Air Force Base Site #1  (3148),sqdw0001 - Owada Communications Station Site #1 (sqdw0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3149 - Alpena Co Reg Apt Site #1  (3149),srpz0001 - Ozol Defense Fuel Support Point Site #1 (srpz0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3150 - Tennyson Drop Zone Site 1 (3150),stbh0001 - Stuart Microwave Relay Annex Site #1 (stbh0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3151 - Papago ANG Station Site #1  (3151),stdf0001 - Paine Field ANG Station Site #1 (stdf0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3153 - Pillar Point AFS Site #1  (3153),stlb0001 - Satellite Blvd Site #1 (stlb0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3154 - Pillar Point Scarper Peak Site #1  (3154),stnx0001 - NGA Arnold Site (stnx0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3155 - Pismire Radio Relay Site 1 (3155),"stqs0001 - Palehua AF Solar Ob Rsc Site, Site #1 (stqs0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3156 - Plattsburg Air Force Base Site #1  (3156),suya0001 - Dare County Range Site #1 (suya0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"3157 - Plattsburgh Annex #1, Site #1  (3157)",svan0001 - Stavanger Admin Office Site #1 (svan0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"3158 - Plattsburgh Annex #2,  Site #1  (3158)",svef0001 - Panama City Radio Relay Annex D-1 (svef0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3160 - Plattsburgh Ils Middle Marker Annex Site #1  (3160),svrl0001 - Silver Lake Space Surveillance Station (svrl0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3161 - Plattsburgh Tacan Annex Site #1  (3161),swer0001 - So Weber Environmental Restoration Annex Site #1 (swer0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3162 - Plumbrook Station Site #1  (3162),"sxac0001 - Ba-Emitter Site, Site #1 (sxac0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3163 - Plympton Ridge Radio Relay Annex Site 1 (3163),sxaq0001 - Paso Robles Radar Site #1 (sxaq0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3164 - Poinsett Electronic Combat Range Site 1 (3164),sxht0001 - Patrick Site #1 (sxht0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3165 - Point Arena Air Force Station Site 1 (3165),szcq0001 - Pease ANGB New Hampshire Site #1 (szcq0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3166 - Point Arena Communication Facility Annex Site 1 (3166),tacx0001 - Tinker Aerospace Complex (tacx0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3167 - Point Arena Water System Annex Site 1 (3167),tacx0002 - Tinker Aerospace Addition (tacx0002),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"3168 - Point Barrow Long Range Radar Site, Site #1  (3168)","taes0001 - Taesosan Comm Site, Site #1 (taes0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"3169 - Point Lay Long Range Radar Site, Site #1  (3169)",tdka0001 - Peterson Air Force Base Site #1 (tdka0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"3170 - Punta Borinquen Radar Site, Site #1  (3170)",tdvg0001 - Alpena Co Reg Apt Site #1 (tdvg0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3171 - Pony Radio Relay Annex Site 1 (3171),tdvg0002 - Alpena Co Reg Apt Site #2 Explosive Storage Site (tdvg0002),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3179 - Port Canaveral Cable Terminal Annex Site #1  (3179),tdvg0003 - Oscoda Jte Site #3 (tdvg0003),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"3180 - Port Heiden Radio Relay Site, Site #1  (3180)",tenn0001 - Tennyson Drop Zone Site #1 (tenn0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3182 - Portella Nova Radar Annex Site 1 (3182),tewk0001 - Papago ANG Station Site #1 (tewk0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3183 - Portland International Airport ANG  (3183),tfwy0001 - Pillar Point AFS Site #1 (tfwy0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3184 - Potrero Hills Storage Annex Site 1 (3184),tfxd0001 - Pillar Point Scarper Peak Site #1 (tfxd0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3185 - Tres Esquinas Site #1  (3185),thak0001 - Pismire Radio Relay Site #1 (thak0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3186 - Praia Da Victoria Dock Annex Site 1 (3186),thwa0001 - Plattsburg Air Force Base Site #1 (thwa0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3187 - Praia Da Victoria Fuel Storage Annex Site 1 (3187),"thwr0001 - Plattsburgh Annex #1, Site #1 (thwr0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3188 - Tosohatchee State Preserve Aldf Site #1  (3188),"thws0001 - Plattsburgh Annex #2, Site #1 (thws0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3189 - Tattnall Space Surveillance Station  (3189),thxy0001 - Plattsburgh ILS Middle Marker Annex Site #1 (thxy0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"3190 - Air Force Plant 42, Site #1  (3190)",tjlb0001 - Plattsburgh Tacan Annex Site #1 (tjlb0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3192 - Tularosa Rams (3192),tjuw0001 - Plumbrook Station Site #1 (tjuw0001),,,
