Field Name,Field Alias,Domain Type,Domain Name,Option Name,Option Code,Min Value,Max Value
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3394 - Vogelweh Family Housing Annex Site 1,3394,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3395 - Volk ANG Base Site #1 ,3395,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3397 - Volkel Air Base Site 1,3397,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,"3399 - Wainwright Short Range Radar Site, Site #1 ",3399,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3400 - Wake Island Airfield Site #1 ,3400,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3401 - Warm Springs Rrl Site #1 ,3401,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3402 - Warm Springs Stg Site #1 ,3402,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3403 - Warren Grove Range Site #1 ,3403,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3405 - Wateree Recreational Annex Site  1,3405,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3408 - RAF Welford Ammo Stor Area Site #1 ,3408,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3409 - Wendover Radio Relay Site 1,3409,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3410 - Wendover Radio Relay Annex Site 1,3410,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3411 - Yenisehir Air Base Site #1 ,3411,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3412 - West Keg Pass Radio Relay Site 1,3412,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3413 - Westover Arb Site #1 ,3413,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3418 - Wheeler Administration Annex Site #1 ,3418,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,"3419 - Whitehouse Radar Site, Site #1 ",3419,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3420 - Whiteman Site 1,3420,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,"3421 - Whiteman Radio Relay Annex #1,  Site #1 ",3421,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,"3422 - Whiteman Radio Relay Annex #2,  Site #1 ",3422,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3484 - Whiteman Ils Outer Marker Annex Site #1 ,3484,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3520 - Ascension Auxiliary Airfield Site #1 ,3520,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3521 - Wild Horse Radio Relay Annex Site 1,3521,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3522 - Will Rogers World Apt ,3522,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3523 - Williams Site 1,3523,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3524 - Williams Recreation Annex Site 1,3524,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3526 - Horsham AGS,3526,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3527 - Wonju Air Station Site #1 ,3527,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3529 - Worthington Mountain Microwave Relay Anx Site 1,3529,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3530 - Wright Patt Site 1,3530,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3531 - Wright Patt Comm Facility Annex 1 Site 1,3531,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3532 - Wurtsmith Air Force Base Site #1 ,3532,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3535 - Yaedake Communications Annex Site 10,3535,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,"3536 - Yesilyurt Bachelor Housing Site, Site #1 ",3536,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,"3537 - Ljycikoy Bachelor Housing Site, Site #1 ",3537,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3539 - Yokose Communication Station Site 1,3539,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3541 - Yokota Ab Site 1,3541,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3542 - Yongsan Administration Annex Site #1 ,3542,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3543 - Youngstown Site #1 ,3543,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,"3545 - Yuki Radio Relay Site, Site #1 ",3545,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3546 - Yukon Weapons Range Site 1,3546,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3547 - Yuma Radar Site,3547,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3548 - Yumurtalik Petroleum Prod Storage Annex Site #1 ,3548,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3549 - Zanesville ANG Station Site #1 ,3549,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3550 - Zemmer Storage Annex Site 1,3550,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3551 - Malmstrom AF Missile Site B6 Site 1,3551,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,"3933 - Andersen AFB, Barrigada",3933,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,4104 - Barksdale Air Force Base Site 3,4104,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,4236 - Camp Bullis Training Annex Site 1,4236,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,4830 - Eklutna Mountain Glacier Site,4830,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,4996 - Dix,4996,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,5002 - Fort Eustis,5002,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,5043 - Fort Richardson Site 1,5043,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,5047 - Jbsa Sam Houston,5047,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,505 - Joint Base Charleston Sullivans Island,505,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,5313 - Gulkana Army Site,5313,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,591 - Joint Base Anacostia Bolling,591,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,802 - Joint Base Charleston Short Stay,802,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,9525 - Reno Tahoe Int'L Airport Site #1 ,9525,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,979 - Pinehurst Estates,979,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,626 - Keesler Airforce Base Site 2,626,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,1575 - Al Dhafra Air Base,1575,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,5817 - Michigan Joint Force Headquarters,5817,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,169878 - Dover Family Housing Annex Site 1,169878,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,187776 - Camp Murray AGS Site 2,187776,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,187779 - Camp Murray AGS Site 3,187779,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,187780 - Camp Murray AGS Site 4,187780,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,188929 - Aafes Switchpoint  Site 3,188929,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,188963 - Vance Leased Data Assets,188963,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,191462 - South Gate Site 4,191462,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,191463 - East Lease Catm Site 5,191463,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,191464 - East Lot Site 6,191464,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,191465 - New Fire House Site 7,191465,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,191466 - Master Plan Site 8,191466,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,191591 - Fs Gabreski Site 2 Pol,191591,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,191592 - Fs Gabreski Site 3 Tacan,191592,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,191593 - Fs Gabreski Site 4 Muntitions,191593,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,191595 - Atct Land Lease,191595,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,191607 - Barnes Map ANG Site 2,191607,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,191608 - Fs Gabreski Site 5 Glideslope,191608,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,191609 - Joe Foss Field Site 3,191609,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,191610 - Joe Foss Field Site 2,191610,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,191619 - Fs Gabreski Site 6 Ils,191619,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,191728 - Radar Site 9 87,191728,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,191792 - Birmingham Aprt Site 2,191792,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,191913 - Tinker Aerospace Addition,191913,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,191938 - Remote Maui Experimental Site Site 3,191938,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,192092 - Duluth International Munitions Site 8,192092,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,192110 - Otis ANG Base Site 4 Off Base Wells,192110,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,192111 - Otis ANG Base Site 3 Middle Marker,192111,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,192215 - Duluth International Pmel Site 9,192215,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,192457 - Santa Rosa Beach Radio Relay,192457,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,192458 - Crawfordville Radio Relay,192458,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,192461 - Creech Us 95 Access East Gate,192461,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,192498 - Deep Violet Farm,192498,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,192504 - Cape Cod Sfs Butler Building,192504,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,192949 - Baker Communication Site,192949,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,193070 - Lask Air Base Housing,193070,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,193113 - HQ AMC SG PMI Warehouse,193113,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,193131 - Jbc Ashley Phosphate,193131,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,193132 - Elmendorf AFB Site 3,193132,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,193169 - Royal Australian Air Force Base Darwin,193169,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,193170 - Offutt Ingrants,193170,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,193171 - Eglin AFB Site 7 Anclote D 4,193171,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,193213 - Fort Richardson Site 3,193213,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,193214 - Fort Richardson Site 2,193214,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,193216 - Broadus Communication Site,193216,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,193217 - Shadehill Communication Site,193217,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,193348 - Kaiserslautern Warehouse Storage,193348,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,193349 - Site 53,193349,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,193423 - FE Brick Entry Sign,193423,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,193460 - Site 61,193460,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,193486 - NGA Innovation Lease With GSA,193486,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,193494 - Jbab Site 1,193494,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,193495 - Jbab Fuel Pier,193495,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,193496 - Jbab Navy Ingrant,193496,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,193497 - Turzii Lrct,193497,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,193498 - Duluth International Airfield Site 10,193498,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,193499 - ANGel Peak B18 Microwave Site,193499,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,193500 - ANGel Peak Fiber Optics,193500,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,193504 - Tulsa Iap Site 2,193504,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,193506 - Tyndall Eod Robotics Rdte,193506,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,193507 - Ase Storage Yard,193507,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,193508 - Dahlgren,193508,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,193509 - ANGel Peak B60 Transmitter Site,193509,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,193549 - London Housing Flat,193549,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,193551 - RAF Akrotiri,193551,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,193582 - Nellis NTTR N19846,193582,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,341 - Isabela Transmitter Site,341,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,343 - Salinas Receiver Site,343,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,193583 - Nellis NTTR N47795,193583,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,5011 - Ft Huachuca Site 1,5011,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,193589 - Nellis NTTR N42721,193589,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,193593 - Nellis NTTR N42722,193593,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,193595 - Nellis NTTR N42723,193595,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,193601 - Nellis NTTR Pl106 65,193601,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,193640 - Legal Tender Mine,193640,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,193871 - Wendover Radio Relay,193871,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,193903 - Husterhoeh Warehouse Complex,193903,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,193998 - Royal Australian Air Force Base Tindal,193998,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,191606 - Barnes Map ANG Site 3,191606,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,194064 - Al Udeid Air Base,194064,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,194069 - Ali Al Salem Air Base,194069,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,191615 - Mcentire Joint National Guard Base Site 2,191615,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,194070 - Al Jaber Air Base,194070,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,194071 - Al Mubarak Air Base,194071,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,194072 - Muwaffaq Salti Air Base,194072,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,191996 - Monitoring Wells Foxley Llc,191996,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,194094 - Lake Martin Recreational Area,194094,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,194096 - Lask Air Base,194096,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,194136 - Wright Patterson Site 4,194136,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,192462 - Creech SFRE 1336,192462,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,194143 - The Farish Memorial Recreation Annex Ingrant,194143,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,194144 - Usafa D38 Lewis Palmer High School,194144,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,192984 - DMAFB Pima County REPI ,192984,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,193016 - Keystone Peak,193016,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,194145 - Usafa Ingrants East,194145,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,194146 - Usafa Ingrants West,194146,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,194301 - Kc10 Simulator Relocation,194301,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,193211 - Prince Georges County Parcel 42,193211,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,194377 - SCOTT AFB AFPC GSA OA Indianapolis IN,194377,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,193215 - Sentinel Tracker,193215,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,194400 - Haneda Air Mail Control Activity Office,194400,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,193280 - Dmafb Rescue Trng Site I,193280,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,194401 - Louisville Iap Standiford Fl Grade Ln,194401,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,193350 - Grange Mini Mute Sha10 Site 1,193350,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,193351 - Midville Mini Mute Sha9,193351,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,194416 - Graf Ignatievo Air Base,194416,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,194456 - Montgomery Aviation ANG,194456,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,193489 - Smith Peak,193489,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,193490 - White Tanks Communication Site,193490,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,193491 - Sierra Pinta Tracker Station,193491,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,193492 - Growler Mountains Tracker Station,193492,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,193493 - Granite Mountains Tracking Station,193493,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,194508 - General Wayne A Downing Drop Zone,194508,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,194517 - Wright Patterson Site 5,194517,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,194603 - CSL Agadez,194603,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,193502 - Mt Sunrise Beacon Lights,193502,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,194604 - CSL Chabelley,194604,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,194629 - JTVE North Range Tower 5,194629,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,194631 - Quonset Gateway Office Lease,194631,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,193512 - Nellis NTTR N82806,193512,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,193513 - Nellis NTTR N54351,193513,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,193514 - Nellis NTTR SFRE 434,193514,,
