Field Name,Field Alias,Domain Type,Domain Name,Option Name,Option Code,Min Value,Max Value
siteId,Site ID,CodedValue,SiteId,tfxd0001 - Pillar Point Scarper Peak Site #1,tfxd0001,,
siteId,Site ID,CodedValue,SiteId,thak0001 - Pismire Radio Relay Site #1,thak0001,,
siteId,Site ID,CodedValue,SiteId,thwa0001 - Plattsburg Air Force Base Site #1,thwa0001,,
siteId,Site ID,CodedValue,SiteId,"thwr0001 - Plattsburgh Annex #1, Site #1",thwr0001,,
siteId,Site ID,CodedValue,SiteId,"thws0001 - Plattsburgh Annex #2, Site #1",thws0001,,
siteId,Site ID,CodedValue,SiteId,thxy0001 - Plattsburgh ILS Middle Marker Annex Site #1,thxy0001,,
siteId,Site ID,CodedValue,SiteId,tjlb0001 - Plattsburgh Tacan Annex Site #1,tjlb0001,,
siteId,Site ID,CodedValue,SiteId,tjuw0001 - Plumbrook Station Site #1,tjuw0001,,
siteId,Site ID,CodedValue,SiteId,tjyh0001 - Plympton Ridge Radio Relay Annex Site #1,tjyh0001,,
siteId,Site ID,CodedValue,SiteId,tkfh0001 - Poinsett Electronic Combat Range Site #1,tkfh0001,,
siteId,Site ID,CodedValue,SiteId,tkgp0001 - Point Arena Air Force Station Site #1,tkgp0001,,
siteId,Site ID,CodedValue,SiteId,tkgv0001 - Point Arena Communication Facility Annex Site #1,tkgv0001,,
siteId,Site ID,CodedValue,SiteId,tkhh0001 - Point Arena Water System Annex Site #1,tkhh0001,,
siteId,Site ID,CodedValue,SiteId,"tklh0001 - Point Barrow Long Range Radar Site, Site #1",tklh0001,,
siteId,Site ID,CodedValue,SiteId,"tkuh0001 - Point Lay Long Range Radar Site, Site #1",tkuh0001,,
siteId,Site ID,CodedValue,SiteId,"tkwr0001 - Punta Borinquen Radar Site, Site #1",tkwr0001,,
siteId,Site ID,CodedValue,SiteId,tmfg0001 - Pony Radio Relay Annex Site #1,tmfg0001,,
siteId,Site ID,CodedValue,SiteId,tnph0001 - Port Canaveral Cable Terminal Annex Site #1,tnph0001,,
siteId,Site ID,CodedValue,SiteId,"tnyh0001 - Port Heiden Radio Relay Site, Site #1",tnyh0001,,
siteId,Site ID,CodedValue,SiteId,tpgh0001 - Port Mahon Pol Annex Site #1,tpgh0001,,
siteId,Site ID,CodedValue,SiteId,tpzw0001 - Portella Nova Radar Annex Site #1,tpzw0001,,
siteId,Site ID,CodedValue,SiteId,tqkd0001 - Portland International Airport ANG,tqkd0001,,
siteId,Site ID,CodedValue,SiteId,tqyp0001 - Potrero Hills Storage Annex Site #1,tqyp0001,,
siteId,Site ID,CodedValue,SiteId,tres0001 - Tres Esquinas Site #1,tres0001,,
siteId,Site ID,CodedValue,SiteId,trzr0001 - Praia Da Victoria Dock Annex Site #1,trzr0001,,
siteId,Site ID,CodedValue,SiteId,tsax0001 - Praia Da Victoria Fuel Storage Annex Site #1,tsax0001,,
siteId,Site ID,CodedValue,SiteId,tsha0001 - Tosohatchee State Preserve ALDF Site #1,tsha0001,,
siteId,Site ID,CodedValue,SiteId,ttnl0001 - Tattnall Space Surveillance Station,ttnl0001,,
siteId,Site ID,CodedValue,SiteId,"ttqk0001 - Air Force Plant 42, Site #1",ttqk0001,,
siteId,Site ID,CodedValue,SiteId,tual0001 - Tularosa Site #1,tual0001,,
siteId,Site ID,CodedValue,SiteId,tuam0001 - Tule Valley Radio Relay Annex Site #1,tuam0001,,
siteId,Site ID,CodedValue,SiteId,tumr0001 - Luis Munoz Marin International Airport Site #1,tumr0001,,
siteId,Site ID,CodedValue,SiteId,tuuk0001 - Punamano Air Force Station Site #1,tuuk0001,,
siteId,Site ID,CodedValue,SiteId,"tvad0001 - Punta Salinas Radar Site, Site #1",tvad0001,,
siteId,Site ID,CodedValue,SiteId,twaj0001 - Twin Mountain Radio Relay Annex Site #1,twaj0001,,
siteId,Site ID,CodedValue,SiteId,twlr0001 - Quonset State Airport Site #1,twlr0001,,
siteId,Site ID,CodedValue,SiteId,twlr0002 - ATCT Land Lease,twlr0002,,
siteId,Site ID,CodedValue,SiteId,twsn0001 - Townsend Air To Ground Weapons Range,twsn0001,,
siteId,Site ID,CodedValue,SiteId,twvc0001 - RAF Ely Family Housing Annex Site #1,twvc0001,,
siteId,Site ID,CodedValue,SiteId,twvd0001 - RAF Brampton Family Housing Annex Site #1,twvd0001,,
siteId,Site ID,CodedValue,SiteId,twvq0001 - RAF Upwood Site #1,twvq0001,,
siteId,Site ID,CodedValue,SiteId,"txyd0001 - Ramey AF Solar Observatory Research Site, Site #1",txyd0001,,
siteId,Site ID,CodedValue,SiteId,tyfq0001 - Ramstein Storage Annex Site #1,tyfq0001,,
siteId,Site ID,CodedValue,SiteId,tyfr0001 - Ramstein Air Base Site #1,tyfr0001,,
siteId,Site ID,CodedValue,SiteId,tyft0001 - Einsiedlerhof Maintenance Annex Site #1,tyft0001,,
siteId,Site ID,CodedValue,SiteId,tyfu0001 - Kapaun Administration Annex Site #1,tyfu0001,,
siteId,Site ID,CodedValue,SiteId,tymx0001 - Randolph Air Force Base Site #1,tymx0001,,
siteId,Site ID,CodedValue,SiteId,tymx0002 - Leased Data Assets,tymx0002,,
siteId,Site ID,CodedValue,SiteId,tzmy0001 - Rattle Radio Relay Site #1,tzmy0001,,
siteId,Site ID,CodedValue,SiteId,uauh0001 - Red River Space Surveillance Station,uauh0001,,
siteId,Site ID,CodedValue,SiteId,ubny0001 - Reese Air Force Base,ubny0001,,
siteId,Site ID,CodedValue,SiteId,uctl0001 - Reno Tahoe International Airport Site #1,uctl0001,,
siteId,Site ID,CodedValue,SiteId,uebl0001 - Richards Gebaur Air Force Base,uebl0001,,
siteId,Site ID,CodedValue,SiteId,ufxs0001 - Rio Grande City Radar Site,ufxs0001,,
siteId,Site ID,CodedValue,SiteId,ugqu0001 - Riverhead City Site,ugqu0001,,
siteId,Site ID,CodedValue,SiteId,uhhz0001 - Robins Air Force Base Site #1,uhhz0001,,
siteId,Site ID,CodedValue,SiteId,uhhz0002 - Lease Data Site For AFRC Facilities,uhhz0002,,
siteId,Site ID,CodedValue,SiteId,uldf0001 - Rome Laboratory Site #1,uldf0001,,
siteId,Site ID,CodedValue,SiteId,ulyb0001 - Rosecrans Map/139Ag Site #1,ulyb0001,,
siteId,Site ID,CodedValue,SiteId,ulyb0002 - Across Runway Site #2,ulyb0002,,
siteId,Site ID,CodedValue,SiteId,ulyb0003 - ATC Area Site #3,ulyb0003,,
siteId,Site ID,CodedValue,SiteId,ulyb0004 - South Gate Site #4,ulyb0004,,
siteId,Site ID,CodedValue,SiteId,ulyb0005 - East Lease CATM Site #5,ulyb0005,,
siteId,Site ID,CodedValue,SiteId,ulyb0006 - East Lot Site #6,ulyb0006,,
siteId,Site ID,CodedValue,SiteId,ulyb0007 - New Fire House Site #7,ulyb0007,,
siteId,Site ID,CodedValue,SiteId,ulyb0008 - Master Plan Site #8,ulyb0008,,
siteId,Site ID,CodedValue,SiteId,umlh0001 - Roslyn Air National Guard Station,umlh0001,,
siteId,Site ID,CodedValue,SiteId,uncu0001 - Roveredo Storage Annex Site #1,uncu0001,,
siteId,Site ID,CodedValue,SiteId,"unio0001 - Union Emitter Site, Site #1",unio0001,,
siteId,Site ID,CodedValue,SiteId,unkd0001 - RAF Oakhanger Site #1,unkd0001,,
siteId,Site ID,CodedValue,SiteId,upls0001 - Rydalch Radio Relay Site #1,upls0001,,
siteId,Site ID,CodedValue,SiteId,upsv0001 - Tori Shima Air Range Site #1,upsv0001,,
siteId,Site ID,CodedValue,SiteId,uqgf0001 - Sagami Communications Station Site #1,uqgf0001,,
siteId,Site ID,CodedValue,SiteId,uqhh0001 - Sagamore Hill Electronics Research Annex Site #1,uqhh0001,,
siteId,Site ID,CodedValue,SiteId,useb0001 - Salt Lake City International Airport Site #1,useb0001,,
siteId,Site ID,CodedValue,SiteId,"utra0001 - San Jose Radar Site, Site #1",utra0001,,
siteId,Site ID,CodedValue,SiteId,uuuy0001 - San Vito Dei Normanni Air Station Site #1,uuuy0001,,
siteId,Site ID,CodedValue,SiteId,uvhb0001 - Sandem Radio Relay Annex Site #1,uvhb0001,,
siteId,Site ID,CodedValue,SiteId,uwcl0001 - Sanno Annex Site #1,uwcl0001,,
siteId,Site ID,CodedValue,SiteId,uwde0001 - Costa Mesa Air National Guard Station Site #1,uwde0001,,
siteId,Site ID,CodedValue,SiteId,"uwza0001 - Santa Rosa Mini-Mute Rbs Site #6, Site #1",uwza0001,,
siteId,Site ID,CodedValue,SiteId,uxpz0001 - San Miguel Radio Relay Annex Site #1,uxpz0001,,
siteId,Site ID,CodedValue,SiteId,uyrd0001 - Sasebo Annex Site #1,uyrd0001,,
siteId,Site ID,CodedValue,SiteId,uzjm0001 - Saulston Annex Site #1,uzjm0001,,
siteId,Site ID,CodedValue,SiteId,uzxm0001 - Savannah ANG Communications Station Site #1,uzxm0001,,
siteId,Site ID,CodedValue,SiteId,uzyj0001 - Hunter ANG Station#2,uzyj0001,,
siteId,Site ID,CodedValue,SiteId,"vamt0001 - Red Bay Nexrad Weather Site, Site #1",vamt0001,,
siteId,Site ID,CodedValue,SiteId,vapm0001 - Saylor Creek Air Force Range Site #1,vapm0001,,
siteId,Site ID,CodedValue,SiteId,varn0001 - Red Dish Radio Relay Site #1,varn0001,,
siteId,Site ID,CodedValue,SiteId,vbdz0001 - Schenectady ANG Map Site #1,vbdz0001,,
siteId,Site ID,CodedValue,SiteId,vbzr0001 - Schiphol Airport Administration Office Site #1,vbzr0001,,
siteId,Site ID,CodedValue,SiteId,vdyd0001 - Scott Air Force Base Site #1,vdyd0001,,
siteId,Site ID,CodedValue,SiteId,vdyd0002 - Scott AFB St Elizabeths OBGYN Clinic,vdyd0002,,
siteId,Site ID,CodedValue,SiteId,vejr0001 - Scott ILS Outer Marker Annex Site #1,vejr0001,,
siteId,Site ID,CodedValue,SiteId,vejx0001 - Scott Radio Relay Annex Site #1,vejx0001,,
siteId,Site ID,CodedValue,SiteId,"vgdm0001 - Seburiyama Radio Relay Site, Site #1",vgdm0001,,
siteId,Site ID,CodedValue,SiteId,vghv0001 - Seeb MPT Site #1,vghv0001,,
siteId,Site ID,CodedValue,SiteId,vgjt0001 - Seguin Air Force Auxiliary Field Site #1,vgjt0001,,
siteId,Site ID,CodedValue,SiteId,vglz0001 - Selfridge ANGB Site #1,vglz0001,,
siteId,Site ID,CodedValue,SiteId,vhrj0001 - Sepulveda NGS Site #1,vhrj0001,,
siteId,Site ID,CodedValue,SiteId,vjga0001 - Seward Recreation Annex Site #1,vjga0001,,
siteId,Site ID,CodedValue,SiteId,vkag0001 - Seymour Johnson Air Force BS Site #1,vkag0001,,
siteId,Site ID,CodedValue,SiteId,vlsb0001 - Shaw Air Force Base Site #1,vlsb0001,,
siteId,Site ID,CodedValue,SiteId,vlsc0001 - Shaw ILS Approach Control Annex Site #1,vlsc0001,,
siteId,Site ID,CodedValue,SiteId,vlsh0001 - Shaw Middle Marker Annex Site #1,vlsh0001,,
siteId,Site ID,CodedValue,SiteId,vnmh0001 - Eareckson AS Site #1,vnmh0001,,
siteId,Site ID,CodedValue,SiteId,vnvp0001 - Sheppard Air Force Base Site #1,vnvp0001,,
siteId,Site ID,CodedValue,SiteId,vpfp0001 - Sheppard Recreation Annex Site #1,vpfp0001,,
siteId,Site ID,CodedValue,SiteId,vpxb0001 - Ship Shoal Island,vpxb0001,,
siteId,Site ID,CodedValue,SiteId,vrdp0001 - Siegenburg Air Range Site #1,vrdp0001,,
siteId,Site ID,CodedValue,SiteId,"vrxa0001 - Silver Island Radio Relay Annex #1, Site #1",vrxa0001,,
siteId,Site ID,CodedValue,SiteId,"vrxb0001 - Silver Island Radio Relay Annex #2, Site #1",vrxb0001,,
siteId,Site ID,CodedValue,SiteId,vssb0001 - Sioux Gateway Apt,vssb0001,,
siteId,Site ID,CodedValue,SiteId,vssb0002 - Sioux Gateway Apt,vssb0002,,
siteId,Site ID,CodedValue,SiteId,vssb0003 - Sioux Gateway Apt,vssb0003,,
siteId,Site ID,CodedValue,SiteId,vtbv0001 - Sivrihisar Air Base Site #1,vtbv0001,,
siteId,Site ID,CodedValue,SiteId,vtnb0001 - Sky Harbor International Airport Site #1,vtnb0001,,
siteId,Site ID,CodedValue,SiteId,vtwy0001 - Slow Elk Hills Radio Relay Annex Site #1,vtwy0001,,
siteId,Site ID,CodedValue,SiteId,vubv0001 - Smoky Hill ANG Range Site #1,vubv0001,,
siteId,Site ID,CodedValue,SiteId,vukh0001 - Snelling Small Arms Range Annex Site #1,vukh0001,,
siteId,Site ID,CodedValue,SiteId,"vvpn0001 - South Stockton Nexrad Weather Site, Site #1",vvpn0001,,
siteId,Site ID,CodedValue,SiteId,vvrk0001 - South Portland ANG Station Site #1,vvrk0001,,
siteId,Site ID,CodedValue,SiteId,vvvt0001 - South Spor Mtn Radio Relay Annex Site #1,vvvt0001,,
siteId,Site ID,CodedValue,SiteId,vxqb0001 - Sooner Drop Zone Training Annex Site #1,vxqb0001,,
siteId,Site ID,CodedValue,SiteId,vyhk0001 - Spangdahlem Site #1,vyhk0001,,
siteId,Site ID,CodedValue,SiteId,vyhx0001 - Spangdahlem Waste Annex Site #1,vyhx0001,,
siteId,Site ID,CodedValue,SiteId,"vylk0001 - Sparrevohn Long Range Radar Site, Site #1",vylk0001,,
siteId,Site ID,CodedValue,SiteId,vzbt0001 - Spokane International Airport AGS Site #1,vzbt0001,,
siteId,Site ID,CodedValue,SiteId,vzck0001 - Fairchild AFB Spokane Family Housing Annex Site 1,vzck0001,,
siteId,Site ID,CodedValue,SiteId,vzju0001 - Spring Creek Radio Relay Site #1,vzju0001,,
siteId,Site ID,CodedValue,SiteId,waar0001 - Springfield Beckley Site #1,waar0001,,
siteId,Site ID,CodedValue,SiteId,waar0002 - Springfield Beckley Site #2,waar0002,,
siteId,Site ID,CodedValue,SiteId,wabk0001 - Wabasso Microwave Relay Annex Site #1,wabk0001,,
siteId,Site ID,CodedValue,SiteId,wbga0001 - St Croix ANG Station Site #1,wbga0001,,
siteId,Site ID,CodedValue,SiteId,wbpa0001 - St George Missile Tracking Annex Site #1,wbpa0001,,
siteId,Site ID,CodedValue,SiteId,weas0001 - Louisville International Airport-Standiford FL Site #1,weas0001,,
siteId,Site ID,CodedValue,SiteId,weas0002 - Louisville International Airport-Standiford FL Site #2,weas0002,,
siteId,Site ID,CodedValue,SiteId,wefm0001 - Stanly County Airport Site #1,wefm0001,,
siteId,Site ID,CodedValue,SiteId,"wfaz0001 - Starvaggi Training Site, Site #1",wfaz0001,,
siteId,Site ID,CodedValue,SiteId,wfge0002 - State College AGS Site #2,wfge0002,,
siteId,Site ID,CodedValue,SiteId,"wfqu0001 - Stavanger Family Housing Site, Site #1",wfqu0001,,
siteId,Site ID,CodedValue,SiteId,whay0001 - Stewart International Airport Site #1,whay0001,,
siteId,Site ID,CodedValue,SiteId,whxp0001 - Stockbridge Test Annex Site #1,whxp0001,,
siteId,Site ID,CodedValue,SiteId,"wjav0001 - Wild Horse Radio Relay Annex #1, Site #1",wjav0001,,
siteId,Site ID,CodedValue,SiteId,wkqg0001 - Sudbury Electronic Research Annex Site #1,wkqg0001,,
siteId,Site ID,CodedValue,SiteId,wksp0001 - Suelm Annex Site #1,wksp0001,,
siteId,Site ID,CodedValue,SiteId,wkvb0001 - Francis S. Gabreski Airport Site #1,wkvb0001,,
siteId,Site ID,CodedValue,SiteId,wkvb0002 - Francis S. Gabreski POL Site #2,wkvb0002,,
siteId,Site ID,CodedValue,SiteId,wkvb0003 - Francis S. Gabreski TACAN Site #3,wkvb0003,,
siteId,Site ID,CodedValue,SiteId,wkvb0004 - Francis S. Gabreski Munitions Site #4,wkvb0004,,
siteId,Site ID,CodedValue,SiteId,wkvb0005 - Francis S. Gabreski Glideslope Site #5,wkvb0005,,
siteId,Site ID,CodedValue,SiteId,wkvb0006 - Francis S. Gabreski ILS Site #6,wkvb0006,,
siteId,Site ID,CodedValue,SiteId,wlts0001 - Sumatra Missile Tracking Annex Site #1,wlts0001,,
siteId,Site ID,CodedValue,SiteId,wluh0001 - Summerall Tacan Annex Site #1,wluh0001,,
siteId,Site ID,CodedValue,SiteId,wlvu0001 - Summerfield Family Housing Site #1,wlvu0001,,
siteId,Site ID,CodedValue,SiteId,wmcr0001 - Summerton Mini Mute,wmcr0001,,
siteId,Site ID,CodedValue,SiteId,"wmjp0001 - Sundance Site, Site #1",wmjp0001,,
siteId,Site ID,CodedValue,SiteId,"wmmr0001 - Waynesboro Mini Mute Radar Bomb Scoring Site, Site #1",wmmr0001,,
siteId,Site ID,CodedValue,SiteId,wmsj0001 - Onizuka Site #1,wmsj0001,,
siteId,Site ID,CodedValue,SiteId,wnhq0001 - Suwon Air Base Site #1,wnhq0001,,
siteId,Site ID,CodedValue,SiteId,wnqg0001 - Swassy Radio Relay Annex Site #1,wnqg0001,,
siteId,Site ID,CodedValue,SiteId,wpam0001 - Sydney Air Terminal Site #1,wpam0001,,
siteId,Site ID,CodedValue,SiteId,wpzq0001 - Taegu Air Base Site #1,wpzq0001,,
siteId,Site ID,CodedValue,SiteId,wrfd0001 - Tama Service Annex Site #1,wrfd0001,,
siteId,Site ID,CodedValue,SiteId,"wsfw0001 - Tatalina Long Range Radar Site, Site #1",wsfw0001,,
siteId,Site ID,CodedValue,SiteId,wusx0001 - The Farish Memorial Recreational Annex Site #1,wusx0001,,
siteId,Site ID,CodedValue,SiteId,wvlf0001 - Thomas Heights Radio Relay Annex Site #1,wvlf0001,,
siteId,Site ID,CodedValue,SiteId,wwcx0001 - Thule Air Base Site #1,wwcx0001,,
siteId,Site ID,CodedValue,SiteId,wwka0001 - Ti-Co Airport Weather Annex Site #1,wwka0001,,
siteId,Site ID,CodedValue,SiteId,"wwxd0001 - Tin City Long Range Radar Site, Site #1",wwxd0001,,
siteId,Site ID,CodedValue,SiteId,wwyk0001 - Tinker Air Force Base Site #1,wwyk0001,,
siteId,Site ID,CodedValue,SiteId,wwyk0003 - Tinker Air Force Base Site #3,wwyk0003,,
siteId,Site ID,CodedValue,SiteId,wwyx0001 - Tinker ILS Middle Marker Annex Site #1,wwyx0001,,
siteId,Site ID,CodedValue,SiteId,"wyhl0001 - Tokorozawa Transmitter Site, Site #1",wyhl0001,,
siteId,Site ID,CodedValue,SiteId,wytd0001 - Toledo/Exp Airport Site #1,wytd0001,,
siteId,Site ID,CodedValue,SiteId,wytd0002 - Tacan Site #2,wytd0002,,
siteId,Site ID,CodedValue,SiteId,"wzvs0001 - Tonopah AFS Z164, Site #1",wzvs0001,,
siteId,Site ID,CodedValue,SiteId,wzvv0001 - Tonopah Auxiliary Airfield Annex Site #1,wzvv0001,,
siteId,Site ID,CodedValue,SiteId,"wzvw0001 - Tonopah Auxiliary Airfield Annex #2, Site #1",wzvw0001,,
siteId,Site ID,CodedValue,SiteId,"wzwg0001 - Tonopah Auxiliary Airfield Annex #1, Site #1",wzwg0001,,
siteId,Site ID,CodedValue,SiteId,xdat0001 - Travis Air Force Base Site #1,xdat0001,,
siteId,Site ID,CodedValue,SiteId,xdbm0001 - Travis Dock Annex Site #1,xdbm0001,,
siteId,Site ID,CodedValue,SiteId,xdbt0001 - Travis ILS Middle Marker Annex Site #1,xdbt0001,,
siteId,Site ID,CodedValue,SiteId,xdmt0001 - Travis ILS Outer Marker Annex Site #1,xdmt0001,,
siteId,Site ID,CodedValue,SiteId,"xdnt0001 - Travis Water System Annex #1, Site #1",xdnt0001,,
siteId,Site ID,CodedValue,SiteId,"xdnu0001 - Travis Water System Annex #2, Site #1",xdnu0001,,
siteId,Site ID,CodedValue,SiteId,xdqu0001 - Savannah/Hilton Head International Airport Site #1,xdqu0001,,
siteId,Site ID,CodedValue,SiteId,xdqu0002 - Savannah/Hilton Head International Airport Site#2,xdqu0002,,
siteId,Site ID,CodedValue,SiteId,xdqu0003 - Savannah/Hilton Head International Airport Site#3,xdqu0003,,
siteId,Site ID,CodedValue,SiteId,xdqu0004 - Savannah/Hilton Head International Airport Site#4,xdqu0004,,
siteId,Site ID,CodedValue,SiteId,xdqu0005 - Savannah/Hilton Head International Airport Site#5,xdqu0005,,
siteId,Site ID,CodedValue,SiteId,xgfg0001 - Truaxangbase Site #1,xgfg0001,,
siteId,Site ID,CodedValue,SiteId,xgfg0002 - Truaxangbase Site #2,xgfg0002,,
siteId,Site ID,CodedValue,SiteId,xgfu0001 - Truax Tacan Annex Site #1,xgfu0001,,
siteId,Site ID,CodedValue,SiteId,xgvq0001 - Tsushima Communication Station Site #1,xgvq0001,,
siteId,Site ID,CodedValue,SiteId,xhea0001 - Tucson International Airport Arz Site #1,xhea0001,,
siteId,Site ID,CodedValue,SiteId,"xhsr0001 - Tulelake Radar Site, Site #1",xhsr0001,,
siteId,Site ID,CodedValue,SiteId,xhzg0001 - Tulsa International Airport Site #1,xhzg0001,,
siteId,Site ID,CodedValue,SiteId,xlwu0001 - Tyndall Air Force Base Site #1,xlwu0001,,
siteId,Site ID,CodedValue,SiteId,xlwu0002 - Tyndall Leased Data Assets,xlwu0002,,
siteId,Site ID,CodedValue,SiteId,xlwu0003 - Santa Rosa Beach Radio Relay,xlwu0003,,
siteId,Site ID,CodedValue,SiteId,xlwu0004 - Crawfordville Radio Relay,xlwu0004,,
siteId,Site ID,CodedValue,SiteId,xqpy0001 - USAF Academy Auxiliary Airfield Site #1,xqpy0001,,
siteId,Site ID,CodedValue,SiteId,xqpz0001 - USAFAcademy Site #1,xqpz0001,,
siteId,Site ID,CodedValue,SiteId,xqpz0002 - USAFAcademy Site #2,xqpz0002,,
siteId,Site ID,CodedValue,SiteId,xqvb0001 - Utah Peak Radio Relay Annex Site #1,xqvb0001,,
siteId,Site ID,CodedValue,SiteId,xqvd0001 - Utah Test And Training Range South Ut Site #1,xqvd0001,,
siteId,Site ID,CodedValue,SiteId,xqvd0002 - UTTR South Site #2,xqvd0002,,
siteId,Site ID,CodedValue,SiteId,xqvd0003 - Dugway,xqvd0003,,
siteId,Site ID,CodedValue,SiteId,xqve0001 - UTTR- North Site #1,xqve0001,,
siteId,Site ID,CodedValue,SiteId,xqvh0001 - Utah Test And Training Range South Nv Site #1,xqvh0001,,
siteId,Site ID,CodedValue,SiteId,"xqya0001 - Utica Radar Site, Site #1",xqya0001,,
siteId,Site ID,CodedValue,SiteId,xtlf0001 - Vance Air Force Base Site #1,xtlf0001,,
siteId,Site ID,CodedValue,SiteId,xtlf0002 - Leased Dat Asset,xtlf0002,,
siteId,Site ID,CodedValue,SiteId,xumu0001 - Vandenberg Main Base Site #1,xumu0001,,
siteId,Site ID,CodedValue,SiteId,"xumu0002 - Laguna Pk, Naval Base Ventura Cnty, Pt Magu",xumu0002,,
siteId,Site ID,CodedValue,SiteId,"xumx0001 - Vandenberg Village Xmtr Site, Site #1",xumx0001,,
siteId,Site ID,CodedValue,SiteId,"xunl0001 - Vandenberg S Ynez Pk Mtk04, Site #1",xunl0001,,
siteId,Site ID,CodedValue,SiteId,"xunn0001 - Vandenberg Pt Concept Mtk01, Site #1",xunn0001,,
siteId,Site ID,CodedValue,SiteId,"xunp0001 - Vandenberg Anderson Pk Mtk02, Site #1",xunp0001,,
siteId,Site ID,CodedValue,SiteId,"xunq0001 - Vandenberg Pt Arguello Mtk03, Site #1",xunq0001,,
siteId,Site ID,CodedValue,SiteId,xuyd0001 - Vandenberg Oak Mt Annex Ww Site #1,xuyd0001,,
siteId,Site ID,CodedValue,SiteId,"xuye0001 - Vandenberg Water Wells, FCI Site #1",xuye0001,,
siteId,Site ID,CodedValue,SiteId,xuyf0001 - Vandenberg Oak Mt Site #1,xuyf0001,,
siteId,Site ID,CodedValue,SiteId,xuyn0001 - Vandenberg Weather Annex Site #1,xuyn0001,,
siteId,Site ID,CodedValue,SiteId,xwum0001 - Verona Defense Fuel Support Point Site #1,xwum0001,,
siteId,Site ID,CodedValue,SiteId,xwuq0001 - Verona Test Annex Site #1,xwuq0001,,
siteId,Site ID,CodedValue,SiteId,xynh0001 - Vigonovo Storage Annex Site #1,xynh0001,,
siteId,Site ID,CodedValue,SiteId,xynj0001 - Villa Nova Globecom Annex Site #1,xynj0001,,
siteId,Site ID,CodedValue,SiteId,"xynq0001 - Villa Nova Water Well#6, Site #1",xynq0001,,
siteId,Site ID,CodedValue,SiteId,yanb0001 - Vogelweh Family Housing Annex Site #1,yanb0001,,
siteId,Site ID,CodedValue,SiteId,yaqf0001 - Volk ANG Base Site #1,yaqf0001,,
siteId,Site ID,CodedValue,SiteId,yaqf0002 - Volk ANG Base Site #2,yaqf0002,,
siteId,Site ID,CodedValue,SiteId,yasf0001 - Volkel Air Base Site #1,yasf0001,,
siteId,Site ID,CodedValue,SiteId,"yfxz0001 - Wainwright Short Range Radar Site, Site #1",yfxz0001,,
siteId,Site ID,CodedValue,SiteId,ygfz0001 - Wake Island Airfield Site #1,ygfz0001,,
siteId,Site ID,CodedValue,SiteId,ykjv0001 - Warm Springs Rrl Site #1,ykjv0001,,
siteId,Site ID,CodedValue,SiteId,ykjx0001 - Warm Springs Stg Site #1,ykjx0001,,
siteId,Site ID,CodedValue,SiteId,yksx0001 - Warren Grove Range Site #1,yksx0001,,
siteId,Site ID,CodedValue,SiteId,ymuz0001 - Wateree Recreational Annex Site #1,ymuz0001,,
siteId,Site ID,CodedValue,SiteId,yrjm0001 - RAF Welford Ammo Stor Area Site #1,yrjm0001,,
siteId,Site ID,CodedValue,SiteId,ysgx0001 - Wendover Radio Relay Site #1,ysgx0001,,
siteId,Site ID,CodedValue,SiteId,yshb0001 - Wendover Radio Relay Annex Site #1,yshb0001,,
siteId,Site ID,CodedValue,SiteId,ysjq0001 - Yenisehir Air Base Site #1,ysjq0001,,
siteId,Site ID,CodedValue,SiteId,ysnn0001 - West Keg Pass Radio Relay Site #1,ysnn0001,,
siteId,Site ID,CodedValue,SiteId,ytpm0001 - Westover ARB Site #1,ytpm0001,,
siteId,Site ID,CodedValue,SiteId,yvew0001 - Wheeler Administration Annex Site #1,yvew0001,,
siteId,Site ID,CodedValue,SiteId,"ywgy0001 - Whitehouse Radar Site, Site #1",ywgy0001,,
siteId,Site ID,CodedValue,SiteId,ywhg0001 - Whiteman Site #1,ywhg0001,,
siteId,Site ID,CodedValue,SiteId,"ywhx0001 - Whiteman Radio Relay Annex #1, Site #1",ywhx0001,,
siteId,Site ID,CodedValue,SiteId,"ywhy0001 - Whiteman Radio Relay Annex #2, Site #1",ywhy0001,,
siteId,Site ID,CodedValue,SiteId,ywpb0001 - Whiteman ILS Outer Marker Annex Site #1,ywpb0001,,
siteId,Site ID,CodedValue,SiteId,yxtk0001 - Ascension Auxiliary Airfield Site #1,yxtk0001,,
siteId,Site ID,CodedValue,SiteId,yypm0001 - Wild Horse Radio Relay Annex Site #1,yypm0001,,
siteId,Site ID,CodedValue,SiteId,yzeu0001 - Will Rogers World Apt,yzeu0001,,
siteId,Site ID,CodedValue,SiteId,yzeu0002 - Mike Maroney Aeronautical Center-AFFSA,yzeu0002,,
siteId,Site ID,CodedValue,SiteId,yzju0001 - Williams Site #1,yzju0001,,
siteId,Site ID,CodedValue,SiteId,yzuu0001 - Williams Recreation Annex Site #1,yzuu0001,,
siteId,Site ID,CodedValue,SiteId,zawa0001 - Horsham AGS,zawa0001,,
siteId,Site ID,CodedValue,SiteId,zewj0001 - Wonju Air Station Site #1,zewj0001,,
siteId,Site ID,CodedValue,SiteId,zhmp0001 - Worthington Mountain Microwave Relay Annex Site #1,zhmp0001,,
siteId,Site ID,CodedValue,SiteId,zhtv0001 - Wright-Patt Site #1,zhtv0001,,
siteId,Site ID,CodedValue,SiteId,zhtv0002 - Wright-Patt Site #2,zhtv0002,,
